Generation,Time_seconds,Best_cost,Mean_cost,Holding_cost,Order_cost,Shortage_cost,Penalty_cost,Method
296,12.2966403,173907697.5,81189219448,102587070.8,63189037.63,8131589,0,HGA-VNS
297,12.3284077,173907697.5,66355627161,102587070.8,63189037.63,8131589,0,HGA-VNS
298,12.3623923,173907697.5,65515732579,102587070.8,63189037.63,8131589,0,HGA-VNS
299,12.394131,173907697.5,60371150895,102587070.8,63189037.63,8131589,0,HGA-VNS
300,12.4255605,173907697.5,25173728150,102587070.8,63189037.63,8131589,0,HGA-VNS
0,0,65509178980,1.23E+12,0,0,0,0,GA
1,0.0857074,30799820653,1.37E+11,131085041.8,63189037.63,1964612,30603581961,GA
2,0.1323904,4357556243,93730344979,124290941.8,63189037.63,2500114,4167576149,GA
3,0.1792304,4356888775,37128899523,123084287.8,63189037.63,3039300,4167576149,GA
4,0.2125858,188167229.5,1.03E+11,121200927.8,63189037.63,3777264,0,GA
5,0.2461849,185105024.5,29806616004,117408492.8,63189037.63,4507494,0,GA
6,0.2808306,184685253.5,86482409529,116570655.8,63189037.63,4925560,0,GA
7,0.3140011,180146097.5,45339131382,111307551.8,63189037.63,5649508,0,GA
8,0.3526545,179948396.5,42422871206,111032066.8,63189037.63,5727292,0,GA
9,0.4091514,178647276.5,59738580161,108175266.8,63189037.63,7282972,0,GA
10,0.4615407,176049748.5,88109505294,101679960.8,63189037.63,11180750,0,GA
11,0.5020972,175816396.5,15432254397,101096580.8,63189037.63,11530778,0,GA
12,0.5407766,175816396.5,63332882508,101096580.8,63189037.63,11530778,0,GA
13,0.5775422,175735194.5,77312068092,100893564.8,63189037.63,11652592,0,GA
14,0.6151043,175383120.5,57139320204,100013378.8,63189037.63,12180704,0,GA
15,0.6629555,174878977.3,56615289736,100447720.5,63239486.4,11191770.47,0,GA
16,0.713063,174878977.3,63829118733,100447720.5,63239486.4,11191770.47,0,GA
17,0.7542132,174878977.3,94684683834,100447720.5,63239486.4,11191770.47,0,GA
18,0.7953214,174878977.3,1.02E+11,100447720.5,63239486.4,11191770.47,0,GA
19,0.8338206,174870045.3,59540336523,100400816.9,63239486.4,11229741.98,0,GA
20,0.8731179,174870045.3,42392200290,100400816.9,63239486.4,11229741.98,0,GA
21,0.9227847,174870045.3,82545428870,100400816.9,63239486.4,11229741.98,0,GA
22,0.9798995,174862663.3,1.04E+11,100382360.9,63239486.4,11240815.98,0,GA
23,1.0302303,174862663.3,42850324560,100382360.9,63239486.4,11240815.98,0,GA
24,1.0719056,174862663.3,66961064381,100382360.9,63239486.4,11240815.98,0,GA
25,1.1276938,174862138.3,37396094166,100381048.5,63239486.4,11241603.47,0,GA
26,1.1734152,174862138.3,36750214180,100381048.5,63239486.4,11241603.47,0,GA
27,1.239523,174862138.3,68235517782,100381048.5,63239486.4,11241603.47,0,GA
28,1.2938775,174862138.3,40673802816,100381048.5,63239486.4,11241603.47,0,GA
29,1.3438199,174862138.3,57188375548,100381048.5,63239486.4,11241603.47,0,GA
30,1.3909536,174862138.3,42656320844,100381048.5,63239486.4,11241603.47,0,GA
31,1.4428889,174862138.3,76474513062,100381048.5,63239486.4,11241603.47,0,GA
32,1.4976215,174862138.3,26979369635,100381048.5,63239486.4,11241603.47,0,GA
33,1.5703583,174862138.3,62738950664,100381048.5,63239486.4,11241603.47,0,GA
34,1.6256082,174862138.3,66652533955,100381048.5,63239486.4,11241603.47,0,GA
35,1.6745288,174862138.3,47162222867,100381048.5,63239486.4,11241603.47,0,GA
36,1.7274331,174862138.3,91224015505,100381048.5,63239486.4,11241603.47,0,GA
37,1.790503,174862138.3,83787192691,100381048.5,63239486.4,11241603.47,0,GA
38,1.8624928,174862138.3,32774170901,100381048.5,63239486.4,11241603.47,0,GA
39,1.9136479,174818439.5,1.95E+11,100390610.8,63189037.63,11238791,0,GA
40,1.9683428,174818439.5,51970173588,100390610.8,63189037.63,11238791,0,GA
41,2.0161189,174818439.5,64544599851,100390610.8,63189037.63,11238791,0,GA
42,2.0698358,174818439.5,26092935587,100390610.8,63189037.63,11238791,0,GA
43,2.1366912,174818439.5,18401881845,100390610.8,63189037.63,11238791,0,GA
44,2.198621,174818439.5,32188864505,100390610.8,63189037.63,11238791,0,GA
45,2.2582457,174818439.5,49863043805,100390610.8,63189037.63,11238791,0,GA
46,2.312864,174818439.5,1.88E+11,100390610.8,63189037.63,11238791,0,GA
47,2.3720045,174818439.5,80467718622,100390610.8,63189037.63,11238791,0,GA
48,2.420177,174818439.5,25174733896,100390610.8,63189037.63,11238791,0,GA
49,2.4718046,174818439.5,31841234813,100390610.8,63189037.63,11238791,0,GA
50,2.5276092,174818439.5,65098572472,100390610.8,63189037.63,11238791,0,GA
51,2.5907127,174818439.5,59571043317,100390610.8,63189037.63,11238791,0,GA
52,2.6480861,174818439.5,22872807356,100390610.8,63189037.63,11238791,0,GA
53,2.7098568,174818439.5,39063336199,100390610.8,63189037.63,11238791,0,GA
54,2.7759033,174818439.5,27723577792,100390610.8,63189037.63,11238791,0,GA
55,2.8299243,174818439.5,42874468511,100390610.8,63189037.63,11238791,0,GA
56,2.8928937,174818439.5,26866238628,100390610.8,63189037.63,11238791,0,GA
57,2.9513354,174818439.5,85795606159,100390610.8,63189037.63,11238791,0,GA
58,3.0053024,174818439.5,32859832029,100390610.8,63189037.63,11238791,0,GA
59,3.058104,174818439.5,25174746712,100390610.8,63189037.63,11238791,0,GA
60,3.1037276,174818439.5,31447786350,100390610.8,63189037.63,11238791,0,GA
61,3.151476,174818439.5,53420410198,100390610.8,63189037.63,11238791,0,GA
62,3.1957084,174818439.5,53827389083,100390610.8,63189037.63,11238791,0,GA
63,3.2451277,174818439.5,53694122704,100390610.8,63189037.63,11238791,0,GA
64,3.2956209,174814128.3,38579814015,100469544.6,63204527.72,11140056,0,GA
65,3.3432807,174801919.5,50175586837,100472825.8,63189037.63,11140056,0,GA
66,3.4061725,174801919.5,174806676.1,100472825.8,63189037.63,11140056,0,GA
67,3.4861518,174801919.5,54031221573,100472825.8,63189037.63,11140056,0,GA
68,3.5408555,174801919.5,2.09E+11,100472825.8,63189037.63,11140056,0,GA
69,3.5903774,174801919.5,57206430881,100472825.8,63189037.63,11140056,0,GA
70,3.6541159,174801919.5,18718598902,100472825.8,63189037.63,11140056,0,GA
71,3.7046342,174801919.5,35551144566,100472825.8,63189037.63,11140056,0,GA
72,3.7747366,174801919.5,79746259971,100472825.8,63189037.63,11140056,0,GA
73,3.8465918,174801919.5,30733777688,100472825.8,63189037.63,11140056,0,GA
74,3.9083728,174801919.5,26408535677,100472825.8,63189037.63,11140056,0,GA
75,3.9877643,174801919.5,51906465426,100472825.8,63189037.63,11140056,0,GA
76,4.0673664,174801919.5,50476023194,100472825.8,63189037.63,11140056,0,GA
77,4.145659,174801919.5,63287629851,100472825.8,63189037.63,11140056,0,GA
78,4.2235955,174801919.5,43249272209,100472825.8,63189037.63,11140056,0,GA
79,4.2957555,174801919.5,56025499038,100472825.8,63189037.63,11140056,0,GA
80,4.3604906,174801919.5,89440510814,100472825.8,63189037.63,11140056,0,GA
81,4.4621774,174801919.5,58137374008,100472825.8,63189037.63,11140056,0,GA
82,4.5582157,174801919.5,1.28E+11,100472825.8,63189037.63,11140056,0,GA
83,4.6572569,174801919.5,13579467506,100472825.8,63189037.63,11140056,0,GA
84,4.7299677,174801919.5,38587984985,100472825.8,63189037.63,11140056,0,GA
85,4.7887923,174801919.5,46656000091,100472825.8,63189037.63,11140056,0,GA
86,4.8576877,174801919.5,69420160408,100472825.8,63189037.63,11140056,0,GA
87,4.9116485,174801919.5,33100891958,100472825.8,63189037.63,11140056,0,GA
88,4.9642053,174801919.5,86858779482,100472825.8,63189037.63,11140056,0,GA
89,5.019073,174801919.5,61499593706,100472825.8,63189037.63,11140056,0,GA
90,5.0718971,174801919.5,53317434548,100472825.8,63189037.63,11140056,0,GA
91,5.1317135,174801919.5,10730432767,100472825.8,63189037.63,11140056,0,GA
92,5.1875199,174801919.5,92067962060,100472825.8,63189037.63,11140056,0,GA
93,5.2481789,174801919.5,76588299232,100472825.8,63189037.63,11140056,0,GA
94,5.3093752,174801919.5,1.01E+11,100472825.8,63189037.63,11140056,0,GA
95,5.3635666,174801919.5,42519532281,100472825.8,63189037.63,11140056,0,GA
96,5.4209202,174801919.5,31841243759,100472825.8,63189037.63,11140056,0,GA
97,5.4737047,174801919.5,52259143044,100472825.8,63189037.63,11140056,0,GA
98,5.5291234,174801919.5,1.50E+11,100472825.8,63189037.63,11140056,0,GA
99,5.5787327,174801919.5,42294891416,100472825.8,63189037.63,11140056,0,GA
100,5.6312979,174801919.5,1.10E+11,100472825.8,63189037.63,11140056,0,GA
101,5.6828831,174801919.5,40157962370,100472825.8,63189037.63,11140056,0,GA
102,5.7380103,174801919.5,72248049878,100472825.8,63189037.63,11140056,0,GA
103,5.7829195,174801919.5,14962845806,100472825.8,63189037.63,11140056,0,GA
104,5.8293889,174801919.5,55174415098,100472825.8,63189037.63,11140056,0,GA
105,5.8842737,174801919.5,53118359223,100472825.8,63189037.63,11140056,0,GA
106,5.9352899,174801919.5,60257730872,100472825.8,63189037.63,11140056,0,GA
107,5.9813806,174801919.5,58139063920,100472825.8,63189037.63,11140056,0,GA
108,6.0256516,174801919.5,39129117186,100472825.8,63189037.63,11140056,0,GA
109,6.0705832,174801919.5,26656903780,100472825.8,63189037.63,11140056,0,GA
110,6.1139239,174801919.5,36628435312,100472825.8,63189037.63,11140056,0,GA
111,6.1588744,174801919.5,79913488525,100472825.8,63189037.63,11140056,0,GA
112,6.2018647,174801919.5,30736821206,100472825.8,63189037.63,11140056,0,GA
113,6.245996,174801919.5,1.07E+11,100472825.8,63189037.63,11140056,0,GA
114,6.2921583,174801919.5,56809368424,100472825.8,63189037.63,11140056,0,GA
115,6.336707,174794093.5,34540863180,100536980.8,63189037.63,11068075,0,GA
116,6.3810468,174794093.5,63271944957,100536980.8,63189037.63,11068075,0,GA
117,6.4259574,174794093.5,1.01E+11,100536980.8,63189037.63,11068075,0,GA
118,6.4698236,174794093.5,17036166751,100536980.8,63189037.63,11068075,0,GA
119,6.5144031,174794093.5,44041567643,100536980.8,63189037.63,11068075,0,GA
120,6.5580412,174794093.5,46095227300,100536980.8,63189037.63,11068075,0,GA
121,6.600871,174794093.5,38333326544,100536980.8,63189037.63,11068075,0,GA
122,6.6432697,174794093.5,40539160713,100536980.8,63189037.63,11068075,0,GA
123,6.6838684,174794093.5,76594879059,100536980.8,63189037.63,11068075,0,GA
124,6.7348653,174794093.5,35758242809,100536980.8,63189037.63,11068075,0,GA
125,6.7773494,174794093.5,1.54E+11,100536980.8,63189037.63,11068075,0,GA
126,6.8261373,174794093.5,56479961631,100536980.8,63189037.63,11068075,0,GA
127,6.8734811,174794093.5,1.08E+11,100536980.8,63189037.63,11068075,0,GA
128,6.9136814,174794093.5,45737664569,100536980.8,63189037.63,11068075,0,GA
129,6.953075,174794093.5,67876017455,100536980.8,63189037.63,11068075,0,GA
130,6.9923737,174794093.5,62485909229,100536980.8,63189037.63,11068075,0,GA
131,7.0312713,174794093.5,40936452588,100536980.8,63189037.63,11068075,0,GA
132,7.0728674,174794093.5,27193421212,100536980.8,63189037.63,11068075,0,GA
133,7.1114876,174794093.5,26603028261,100536980.8,63189037.63,11068075,0,GA
134,7.1516467,174794093.5,62397063199,100536980.8,63189037.63,11068075,0,GA
135,7.1902435,174794093.5,33902849225,100536980.8,63189037.63,11068075,0,GA
136,7.2290659,174794093.5,13730720470,100536980.8,63189037.63,11068075,0,GA
137,7.2696808,174794093.5,42273903603,100536980.8,63189037.63,11068075,0,GA
138,7.3073305,174794093.5,1.60E+11,100536980.8,63189037.63,11068075,0,GA
139,7.3468154,174794093.5,29636577657,100536980.8,63189037.63,11068075,0,GA
140,7.3878064,174794093.5,1.13E+11,100536980.8,63189037.63,11068075,0,GA
141,7.4267656,174794093.5,59539943947,100536980.8,63189037.63,11068075,0,GA
142,7.4660692,174794093.5,23324091085,100536980.8,63189037.63,11068075,0,GA
143,7.5062149,174794093.5,90606564116,100536980.8,63189037.63,11068075,0,GA
144,7.545172,174794093.5,46913058431,100536980.8,63189037.63,11068075,0,GA
145,7.5851231,174794093.5,8777255342,100536980.8,63189037.63,11068075,0,GA
146,7.6304872,174794093.5,2.18E+11,100536980.8,63189037.63,11068075,0,GA
147,7.6710163,174794093.5,60165000296,100536980.8,63189037.63,11068075,0,GA
148,7.7076776,174794093.5,1.38E+11,100536980.8,63189037.63,11068075,0,GA
149,7.7479255,174794093.5,60828581185,100536980.8,63189037.63,11068075,0,GA
150,7.7883284,174794093.5,79296674973,100536980.8,63189037.63,11068075,0,GA
151,7.8281014,174794093.5,88280017391,100536980.8,63189037.63,11068075,0,GA
152,7.8704649,174794093.5,40496534774,100536980.8,63189037.63,11068075,0,GA
153,7.9129664,174794093.5,62673116483,100536980.8,63189037.63,11068075,0,GA
154,7.9549629,174794093.5,1.39E+11,100536980.8,63189037.63,11068075,0,GA
155,7.9919895,174794093.5,89954880094,100536980.8,63189037.63,11068075,0,GA
156,8.0295589,174794093.5,22396931326,100536980.8,63189037.63,11068075,0,GA
157,8.0659413,174794093.5,61478567658,100536980.8,63189037.63,11068075,0,GA
158,8.1077926,174794093.5,77547230559,100536980.8,63189037.63,11068075,0,GA
159,8.1465542,174794093.5,70923776209,100536980.8,63189037.63,11068075,0,GA
160,8.1859143,174794093.5,29989799627,100536980.8,63189037.63,11068075,0,GA
161,8.2222597,174794093.5,40691595741,100536980.8,63189037.63,11068075,0,GA
162,8.2582493,174794093.5,17015745065,100536980.8,63189037.63,11068075,0,GA
163,8.2942685,174794093.5,93341040848,100536980.8,63189037.63,11068075,0,GA
164,8.3312577,174794093.5,1.43E+11,100536980.8,63189037.63,11068075,0,GA
165,8.3779416,174794093.5,57545293676,100536980.8,63189037.63,11068075,0,GA
166,8.4157703,174794093.5,33507825005,100536980.8,63189037.63,11068075,0,GA
167,8.457355,174794093.5,51579415670,100536980.8,63189037.63,11068075,0,GA
168,8.496347,174794093.5,62948750373,100536980.8,63189037.63,11068075,0,GA
169,8.5350819,174794093.5,1.73E+11,100536980.8,63189037.63,11068075,0,GA
170,8.5729442,174794093.5,51429253214,100536980.8,63189037.63,11068075,0,GA
171,8.6085324,174794093.5,33649623653,100536980.8,63189037.63,11068075,0,GA
172,8.6438829,174794093.5,14390017958,100536980.8,63189037.63,11068075,0,GA
173,8.6818179,174794093.5,1.11E+11,100536980.8,63189037.63,11068075,0,GA
174,8.7222596,174794093.5,1.07E+11,100536980.8,63189037.63,11068075,0,GA
175,8.7631191,174794093.5,53687774340,100536980.8,63189037.63,11068075,0,GA
176,8.8017525,174794093.5,1.80E+11,100536980.8,63189037.63,11068075,0,GA
177,8.8400917,174794093.5,1.78E+11,100536980.8,63189037.63,11068075,0,GA
178,8.8773761,174794093.5,33507797160,100536980.8,63189037.63,11068075,0,GA
179,8.9237907,174794093.5,1.49E+11,100536980.8,63189037.63,11068075,0,GA
180,8.9635658,174794093.5,1.64E+11,100536980.8,63189037.63,11068075,0,GA
181,9.0095516,174794093.5,57171731727,100536980.8,63189037.63,11068075,0,GA
182,9.048637,174794093.5,50118440656,100536980.8,63189037.63,11068075,0,GA
183,9.0895198,174794093.5,52871671217,100536980.8,63189037.63,11068075,0,GA
184,9.1301878,174794093.5,66577981993,100536980.8,63189037.63,11068075,0,GA
185,9.1703007,174794093.5,53447954832,100536980.8,63189037.63,11068075,0,GA
186,9.2130784,174794093.5,43837079550,100536980.8,63189037.63,11068075,0,GA
187,9.255501,174794093.5,12970354283,100536980.8,63189037.63,11068075,0,GA
188,9.2937857,174794093.5,37557135540,100536980.8,63189037.63,11068075,0,GA
189,9.3329899,174794093.5,72572794285,100536980.8,63189037.63,11068075,0,GA
190,9.3750903,174794093.5,47101632613,100536980.8,63189037.63,11068075,0,GA
191,9.4141758,174794093.5,18508128095,100536980.8,63189037.63,11068075,0,GA
192,9.4562702,174794093.5,1.57E+11,100536980.8,63189037.63,11068075,0,GA
193,9.4951971,174794093.5,1.09E+11,100536980.8,63189037.63,11068075,0,GA
194,9.5347709,174794093.5,66888620373,100536980.8,63189037.63,11068075,0,GA
195,9.5749266,174794093.5,45393807956,100536980.8,63189037.63,11068075,0,GA
196,9.6143624,174794093.5,17399841080,100536980.8,63189037.63,11068075,0,GA
197,9.6535656,174794093.5,1.05E+11,100536980.8,63189037.63,11068075,0,GA
198,9.6933432,174794093.5,86965328955,100536980.8,63189037.63,11068075,0,GA
199,9.731816,174794093.5,89013711345,100536980.8,63189037.63,11068075,0,GA
200,9.7738479,174794093.5,72723668755,100536980.8,63189037.63,11068075,0,GA
201,9.8124478,174794093.5,1.02E+11,100536980.8,63189037.63,11068075,0,GA
202,9.8517511,174794093.5,42148356974,100536980.8,63189037.63,11068075,0,GA
203,9.8912154,174794093.5,70758376969,100536980.8,63189037.63,11068075,0,GA
204,9.9419409,174794093.5,1.10E+11,100536980.8,63189037.63,11068075,0,GA
205,9.9793092,174794093.5,1.50E+11,100536980.8,63189037.63,11068075,0,GA
206,10.0323826,174794093.5,8508132192,100536980.8,63189037.63,11068075,0,GA
207,10.072934,174794093.5,1.23E+11,100536980.8,63189037.63,11068075,0,GA
208,10.1112376,174794093.5,16949858472,100536980.8,63189037.63,11068075,0,GA
209,10.1484841,174794093.5,19117529748,100536980.8,63189037.63,11068075,0,GA
210,10.1899041,174794093.5,22660863619,100536980.8,63189037.63,11068075,0,GA
211,10.227391,174794093.5,63322626827,100536980.8,63189037.63,11068075,0,GA
212,10.2635443,174794093.5,60423049013,100536980.8,63189037.63,11068075,0,GA
213,10.3048124,174794093.5,58565235689,100536980.8,63189037.63,11068075,0,GA
214,10.3418857,174794093.5,51375210058,100536980.8,63189037.63,11068075,0,GA
215,10.3798555,174794093.5,53836539849,100536980.8,63189037.63,11068075,0,GA
216,10.4196418,174794093.5,91070429236,100536980.8,63189037.63,11068075,0,GA
217,10.4577062,174794093.5,25174474937,100536980.8,63189037.63,11068075,0,GA
218,10.4954977,174794093.5,59776862148,100536980.8,63189037.63,11068075,0,GA
219,10.5322379,174794093.5,45602906014,100536980.8,63189037.63,11068075,0,GA
220,10.5713333,174794093.5,66217155464,100536980.8,63189037.63,11068075,0,GA
221,10.6105849,174794093.5,69290181765,100536980.8,63189037.63,11068075,0,GA
222,10.6490241,174794093.5,34612154868,100536980.8,63189037.63,11068075,0,GA
223,10.6891768,174794093.5,10174685382,100536980.8,63189037.63,11068075,0,GA
224,10.7301378,174794093.5,40555080863,100536980.8,63189037.63,11068075,0,GA
225,10.7709538,174794093.5,99354832988,100536980.8,63189037.63,11068075,0,GA
226,10.8072247,174794093.5,6286694218,100536980.8,63189037.63,11068075,0,GA
227,10.8514147,174794093.5,53187866971,100536980.8,63189037.63,11068075,0,GA
228,10.8887259,174794093.5,92757478346,100536980.8,63189037.63,11068075,0,GA
229,10.9278961,174794093.5,91313936888,100536980.8,63189037.63,11068075,0,GA
230,10.9678354,174794093.5,49017458500,100536980.8,63189037.63,11068075,0,GA
231,11.0059501,174794093.5,25174454676,100536980.8,63189037.63,11068075,0,GA
232,11.0646151,174794093.5,93245798482,100536980.8,63189037.63,11068075,0,GA
233,11.1020239,174794093.5,70164653688,100536980.8,63189037.63,11068075,0,GA
234,11.1409601,174794093.5,26716321371,100536980.8,63189037.63,11068075,0,GA
235,11.1788861,174794093.5,69111719130,100536980.8,63189037.63,11068075,0,GA
236,11.2179926,174794093.5,51279002905,100536980.8,63189037.63,11068075,0,GA
237,11.2572238,174794093.5,13048952192,100536980.8,63189037.63,11068075,0,GA
238,11.2935795,174794093.5,30730367226,100536980.8,63189037.63,11068075,0,GA
239,11.3296047,174794093.5,34953217001,100536980.8,63189037.63,11068075,0,GA
240,11.3705677,174794093.5,8508125145,100536980.8,63189037.63,11068075,0,GA
241,11.4084011,174794093.5,1.44E+11,100536980.8,63189037.63,11068075,0,GA
242,11.4452703,174794093.5,34540489952,100536980.8,63189037.63,11068075,0,GA
243,11.4861027,174794093.5,54612445864,100536980.8,63189037.63,11068075,0,GA
244,11.5221003,174794093.5,98053529268,100536980.8,63189037.63,11068075,0,GA
245,11.5587589,174794093.5,83967680181,100536980.8,63189037.63,11068075,0,GA
246,11.595382,174794093.5,1.31E+11,100536980.8,63189037.63,11068075,0,GA
247,11.6464941,174794093.5,1.28E+11,100536980.8,63189037.63,11068075,0,GA
248,11.6855876,174794093.5,72149594141,100536980.8,63189037.63,11068075,0,GA
249,11.7241703,174794093.5,42602917186,100536980.8,63189037.63,11068075,0,GA
250,11.763132,174794093.5,22397068061,100536980.8,63189037.63,11068075,0,GA
251,11.8053411,174794093.5,50585701643,100536980.8,63189037.63,11068075,0,GA
252,11.842409,174794093.5,86181521505,100536980.8,63189037.63,11068075,0,GA
253,11.8807212,174794093.5,43222219879,100536980.8,63189037.63,11068075,0,GA
254,11.9219835,174794093.5,44716716641,100536980.8,63189037.63,11068075,0,GA
255,11.9597727,174794093.5,14299307703,100536980.8,63189037.63,11068075,0,GA
256,12.0044498,174794093.5,1.31E+11,100536980.8,63189037.63,11068075,0,GA
257,12.0403815,174794093.5,16856463656,100536980.8,63189037.63,11068075,0,GA
258,12.0762185,174794093.5,38371993199,100536980.8,63189037.63,11068075,0,GA
259,12.1140577,174794093.5,1.19E+11,100536980.8,63189037.63,11068075,0,GA
260,12.152612,174794093.5,51993253111,100536980.8,63189037.63,11068075,0,GA
261,12.1898737,174794093.5,60757808974,100536980.8,63189037.63,11068075,0,GA
262,12.225135,174794093.5,72333506303,100536980.8,63189037.63,11068075,0,GA
263,12.2624341,174794093.5,37060674062,100536980.8,63189037.63,11068075,0,GA
264,12.2978313,174794093.5,81350325306,100536980.8,63189037.63,11068075,0,GA
265,12.3379549,174794093.5,1.15E+11,100536980.8,63189037.63,11068075,0,GA
266,12.3759461,174794093.5,1.94E+11,100536980.8,63189037.63,11068075,0,GA
267,12.4156009,174794093.5,1.49E+11,100536980.8,63189037.63,11068075,0,GA
268,12.4543833,174794093.5,1.95E+11,100536980.8,63189037.63,11068075,0,GA
269,12.4894562,174794093.5,92447409620,100536980.8,63189037.63,11068075,0,GA
270,12.5254075,174794093.5,78017971808,100536980.8,63189037.63,11068075,0,GA
271,12.5602199,174794093.5,25567482778,100536980.8,63189037.63,11068075,0,GA
272,12.5956426,174794093.5,1.00E+11,100536980.8,63189037.63,11068075,0,GA
273,12.6317032,174794093.5,66461493409,100536980.8,63189037.63,11068075,0,GA
274,12.6662273,174794093.5,30796989345,100536980.8,63189037.63,11068075,0,GA
275,12.7030667,174794093.5,8507994467,100536980.8,63189037.63,11068075,0,GA
276,12.740971,174794093.5,8508139188,100536980.8,63189037.63,11068075,0,GA
277,12.7774154,174794093.5,89596422699,100536980.8,63189037.63,11068075,0,GA
278,12.8149361,174794093.5,54166983306,100536980.8,63189037.63,11068075,0,GA
279,12.8531975,174794093.5,63661262595,100536980.8,63189037.63,11068075,0,GA
280,12.8898087,174794093.5,80723048937,100536980.8,63189037.63,11068075,0,GA
281,12.9264336,174794093.5,33507524270,100536980.8,63189037.63,11068075,0,GA
282,12.9648201,174794093.5,71070090911,100536980.8,63189037.63,11068075,0,GA
283,13.0054027,174794093.5,33993557279,100536980.8,63189037.63,11068075,0,GA
284,13.0419111,174794093.5,83614185641,100536980.8,63189037.63,11068075,0,GA
285,13.0788965,174794093.5,26421200270,100536980.8,63189037.63,11068075,0,GA
286,13.1145115,174794093.5,56785126159,100536980.8,63189037.63,11068075,0,GA
287,13.1565184,174794093.5,53174878616,100536980.8,63189037.63,11068075,0,GA
288,13.1922127,174794093.5,19786342434,100536980.8,63189037.63,11068075,0,GA
289,13.2273261,174794093.5,47462230137,100536980.8,63189037.63,11068075,0,GA
290,13.263613,174794093.5,41298948830,100536980.8,63189037.63,11068075,0,GA
291,13.3059088,174794093.5,29494647585,100536980.8,63189037.63,11068075,0,GA
292,13.342401,174794093.5,30387603036,100536980.8,63189037.63,11068075,0,GA
293,13.3777701,174794093.5,71120751849,100536980.8,63189037.63,11068075,0,GA
294,13.4137854,174794093.5,35868741094,100536980.8,63189037.63,11068075,0,GA
295,13.452392,174794093.5,1.47E+11,100536980.8,63189037.63,11068075,0,GA
296,13.4882063,174794093.5,77929018765,100536980.8,63189037.63,11068075,0,GA
297,13.5231635,174794093.5,94171751923,100536980.8,63189037.63,11068075,0,GA
298,13.5578941,174794093.5,78096572027,100536980.8,63189037.63,11068075,0,GA
299,13.5956441,174794093.5,77248681104,100536980.8,63189037.63,11068075,0,GA
300,13.6297997,174794093.5,26754697556,100536980.8,63189037.63,11068075,0,GA
1,0.3566576,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
2,0.6291955,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
3,1.3224262,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
4,1.7926806,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
5,2.5799471,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
6,3.2692783,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
7,4.1826403,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
8,5.0769757,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
9,5.6576812,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
10,6.4267215,200542392.2,201882263.7,99453418.03,89723552.3,12705293.38,,VNS
